sta08,151169576539294,448653.42,151169621404636
sta08,151169622105313,267.52,151169622132065
sta08,151169622112486,195.84,151169622132070
sta08,151169622123834,292.22,151169622153056
sta08,151169622141074,269.95,151169622168069
sta08,151169622145671,304.02,151169622176073
sta08,151169622153370,346.97,151169622188067
sta08,151169622289428,117.36,151169622301164
sta08,151169622292063,200.04,151169622312067
sta08,151169622310077,265.98,151169622336675
sta08,151169622317412,306.56,151169622348068
sta08,151169622322700,341.72,151169622356872
sta08,151169622329643,344.4,151169622364083
sta08,151169622339788,402.88,151169622380076
sta08,151169622354830,520.39,151169622406869
sta08,151169622367784,460.76,151169622413860
sta08,151169622490437,227.29,151169622513166
sta08,151169622621460,192.07,151169622640667
sta08,151169622624685,252.69,151169622649954
sta08,151169622634922,291.55,151169622664077
sta08,151169622646899,281.63,151169622675062
sta08,151169622663742,573.18,151169622721060
sta08,151169622675862,452.11,151169622721073
sta08,151169622687894,401.68,151169622728062
sta08,151169622692440,356.28,151169622728068
sta08,151169622695114,399.6,151169622735074
sta08,151169622707298,277.87,151169622735085
sta08,151169622728139,261.43,151169622754282
sta08,151169622738953,261.17,151169622765070
sta08,151169622743593,294.88,151169622773081
sta08,151169622749234,306.3,151169622779864
sta08,151169624266466,176.08,151169624284074
sta08,151169624276121,155.47,151169624291668
sta08,151169624279296,227.64,151169624302060
sta08,151169624288760,133.07,151169624302067
sta08,151169624300037,129.29,151169624312966
sta08,151169624401430,186.26,151169624420056
sta08,151169624415898,139.27,151169624429825
sta08,151169624424873,321.58,151169624457031
sta08,151169624453203,198.67,151169624473070
sta08,151169625165438,305.92,151169625196030
sta08,151169625170361,256.76,151169625196037
sta08,151169625211092,159.48,151169625227040
sta08,151169625235343,127.09,151169625248052
sta08,151169625238360,176.86,151169625256046
sta08,151169625340661,193.77,151169625360038
sta08,151169625342456,175.87,151169625360043
sta08,151169625350826,192.23,151169625370049
sta08,151169625360038,349.97,151169625395035
sta08,151169625460635,352.2,151169625495855
sta08,151169625478756,402.78,151169625519034
sta08,151169625785939,221.04,151169625808043
sta08,151169625789453,255.83,151169625815036
sta08,151169625794513,205.32,151169625815045
sta08,151169625808581,334.71,151169625842052
sta08,151169625810648,381.89,151169625848837
sta08,151169625823818,332.34,151169625857052
sta08,151169626125657,129.9,151169626138647
sta08,151169626153382,256.58,151169626179040
sta08,151169626173101,379.35,151169626211036
sta08,151169626186700,349.36,151169626221636
sta08,151169626195401,356.47,151169626231048
sta08,151169626300751,112.95,151169626312046
sta08,151169626305866,209.61,151169626326827
sta08,151169626306767,200.66,151169626326833
sta08,151169626608667,205.67,151169626629234
sta08,151169626609950,192.89,151169626629239
sta08,151169626619061,309.77,151169626650038
sta08,151169626622408,276.39,151169626650047
sta08,151169626726673,204.06,151169626747079
sta08,151169626847800,270.5,151169626874850
sta08,151169626849112,257.44,151169626874856
sta08,151169626862498,253.48,151169626887846
sta08,151169627168679,313.64,151169627200043
sta08,151169627269642,352.06,151169627304848
sta08,151169627286141,289.03,151169627315044
sta08,151169627296308,307.42,151169627327050
sta08,151169627299158,358.76,151169627335034
sta08,151169627315854,271.9,151169627343044
sta08,151169627323563,284.77,151169627352040
sta08,151169627330723,213.29,151169627352052
sta08,151169627341859,209.84,151169627362843
sta08,151169627474615,124.38,151169627487053
sta08,151169627479258,367.72,151169627516030
sta08,151169627484473,315.62,151169627516035
sta08,151169627507701,273.38,151169627535039
sta08,151169627511769,232.74,151169627535043
sta08,151169627512437,446.23,151169627557060
sta08,151169627519541,450.84,151169627564625
sta08,151169627522498,421.33,151169627564631
sta08,151169627545943,250.92,151169627571035
sta08,151169627582709,274.22,151169627610131
sta08,151169627691691,253.57,151169627717048
sta08,151169627719004,394.4,151169627758444
sta08,151169627732578,314.63,151169627764041
sta08,151169627737834,262.12,151169627764046
sta08,151169627747737,163.13,151169627764050
sta08,151169627770109,153.37,151169627785446
sta08,151169627772717,224.19,151169627795136
sta08,151169627775082,200.66,151169627795148
sta08,151169627795979,148.69,151169627810848
sta08,151169627911502,194.45,151169627930947
sta08,151169628211646,413.32,151169628252978
sta08,151169628215055,379.29,151169628252984
sta08,151169628225130,426.4,151169628267770
